date,title,content,url,previousDiscussionUrl,nextDiscussionUrl
2021.02.17T23:07,창원 전기시내버스 불 났네요,국민생명을 담보로 엘쥐니깐 없던걸로 하겠죠,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164121416&st=&sw=&page=1,board_read.nhn?code=051910&nid=164121629&st=&sw=&page=1,board_read.nhn?code=051910&nid=164121329&st=&sw=&page=1
2021.02.17T23:10,코나 탈때는 미리 코풀고 타야것네요,야리꾸리한 냄새가 나면 잽싸게 빠져나와야지 내 목숨은 소중하니깐,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164121629&st=&sw=&page=1,board_read.nhn?code=051910&nid=164121776&st=&sw=&page=1,board_read.nhn?code=051910&nid=164121416&st=&sw=&page=1
2021.02.17T23:13,여기가,LG화재 맞나요? ㅎㅎ,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164121776&st=&sw=&page=1,board_read.nhn?code=051910&nid=164121931&st=&sw=&page=1,board_read.nhn?code=051910&nid=164121629&st=&sw=&page=1
2021.02.17T23:16,현대 리콜 규모는 아직 미확정이지만,7만대 모두를 리콜해서 교환해준다면 1조 든다고한다. 그 것도 국토부에서 다음주원인이 밧테리 문제라고 해야되는데 그 것도아니다. 만일 전량 교체라해도 현차와LG는 대략 반반할 거고 LG는 돈으로 내는 것이아니라 밧데리를 새것으로 제공하기에 원가는 3천억 이하라고 본다. 지금 불나는 LG 베터리라고 하는데 실제로 테스트에서는 단 한 건도 화재가 발생하지 않는다고 한다. LG바테리는기술적으로 문제가 없다고 보며 SKI 것도 많이 깔리면 동일한 숫자의 화재가 날 것으로 보고있다. 이상은 삼프로에나온 미래에셋 박현주선임연구원의 말과 나의 해석을 곁들인 것이다. 현재 LGC의 주가는 이것을 과다하게 반영하는 것으로 보인다. 주식을 싸게 살 수 있는 시점으로 보인다. SKI는 60일내 LGES와 합의를 보지 않는다면 10년간 미국에서 사업중지이다. 그러면 LGC나 삼디 것을 쓸 수밖에 없을 것이다. 중국은 미국이 근본 못 믿고 파나소닉은 미국 투자보다 일본차에 집중하고 있기 때문이다. SKI는 3조도 싸다. 미국 시장을 생각하면 그 정도는 지불해도 믿지는 것이아니다. 기술료 치고는 싼 것이다. 미국은 증거제거와같은 부도덕한 것과 행정명령을 무시한 것에는 중과를 적용해서 이렀케 나왔는데 중국애들하는 기술탈취는 미국에서는 택도없는 어처구니없는 짓이다.,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164121931&st=&sw=&page=1,board_read.nhn?code=051910&nid=164122000&st=&sw=&page=1,board_read.nhn?code=051910&nid=164121776&st=&sw=&page=1
2021.02.17T23:17,대형주는 지수 따라갑니다,금요일 미국 선옵 만기일이니 주주님들 차분히 대응하셔요 :) 수고하셨습니다,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164122000&st=&sw=&page=1,board_read.nhn?code=051910&nid=164122401&st=&sw=&page=1,board_read.nhn?code=051910&nid=164121931&st=&sw=&page=1
2021.02.17T23:24,꼬시다,소송 이기면 날라갈줄 알았지? Sk이노방에서 설연휴때 안티들 엄청 하더만 내일부터 누가먼저 빠져나오냐 관전꿀잼,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164122401&st=&sw=&page=1,board_read.nhn?code=051910&nid=164122477&st=&sw=&page=1,board_read.nhn?code=051910&nid=164122000&st=&sw=&page=1
2021.02.17T23:25,하..,소송은 헬쥐가 이겼는데 주가는 스크가 오르는 신기방기한 세계,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164122477&st=&sw=&page=1,board_read.nhn?code=051910&nid=164122555&st=&sw=&page=1,board_read.nhn?code=051910&nid=164122401&st=&sw=&page=1
2021.02.17T23:27,수많은 폐배터리 처리...,영화테크 가즈아!,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164122555&st=&sw=&page=1,board_read.nhn?code=051910&nid=164122604&st=&sw=&page=1,board_read.nhn?code=051910&nid=164122477&st=&sw=&page=1
2021.02.17T23:27,세방전지에 근무했는데,어느 제품이든지 불량은 있습니다 밧데리는 화학반응이므로 충방전중에 열이 발생되고 그중 셀과셀사이 불량이 있다면 플러스와마이너스극판이 붙어서 스파크로인해 화재가 나곤 했습니다 전기차가 많이 만들어지면 그만큼 불량도 많이 발생하겠죠 화재는 지금 단계에서는 어쩔수 없을겁니다,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164122604&st=&sw=&page=1,board_read.nhn?code=051910&nid=164124309&st=&sw=&page=1,board_read.nhn?code=051910&nid=164122555&st=&sw=&page=1
2021.02.17T23:53,중국 난징에서,제조한 밧데리만 문제라는데 그것만 리콜하면 돈 얼마안들고 도둑놈기업한테 최소 3조받으면 2조이상남는 장사 .....,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164124309&st=&sw=&page=1,board_read.nhn?code=051910&nid=164124353&st=&sw=&page=1,board_read.nhn?code=051910&nid=164122604&st=&sw=&page=1
2021.02.17T23:54,헤헤,이 또한 지나가리~~ 어차피 반등온다..,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164124353&st=&sw=&page=1,board_read.nhn?code=051910&nid=164124389&st=&sw=&page=1,board_read.nhn?code=051910&nid=164124309&st=&sw=&page=1
2021.02.17T23:54,아이오닉 불나면 어쩔래,아이오닉 불나면 어쩔래 엘지 주주는 아니지만 흉기차 냄새가 난다 중국공장베터리가 현대만 쓰는가..합리적으로 ...의심해보자,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164124389&st=&sw=&page=1,board_read.nhn?code=051910&nid=164124394&st=&sw=&page=1,board_read.nhn?code=051910&nid=164124353&st=&sw=&page=1
2021.02.17T23:54,쓰레기 자동차에 납품했다가,회사 부도나겠다 광모야! 반도체 현대전자한테 털리고 밧데리마저 훅가면 폭망이다. 정신차려라,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164124394&st=&sw=&page=1,board_read.nhn?code=051910&nid=164124707&st=&sw=&page=1,board_read.nhn?code=051910&nid=164124389&st=&sw=&page=1
2021.02.18T00:00,열일들한다~~,밥은먹고다니냐~~ 흔들리지 않고 피는 꽃이있으랴 밀링의왕의 자리는 바뀌지않는다. 감히 고양이 생쥐 새끼들이 옹앙이 하고있어 LG화학은 앞으로도 변함없을것이다 왕의자리에서~~ 들어는 봤냐? 한번왕이면 영원원 왕이다 압으로 옹알이 하는 새끼들은 쥐새끼만도 못한 취급할테니 그리알아라~~,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164124707&st=&sw=&page=1,board_read.nhn?code=051910&nid=164124715&st=&sw=&page=1,board_read.nhn?code=051910&nid=164124394&st=&sw=&page=1
2021.02.18T00:00,한달뒤~,엘화 주주님들~ 주식계의 명품주 악재로 인하여 속상 하시죠 두고 봅시다~ 개가 짖어도 기차는 달린다 ~~ 사랑해요 엘쥐 ♡,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164124715&st=&sw=&page=1,board_read.nhn?code=051910&nid=164124798&st=&sw=&page=1,board_read.nhn?code=051910&nid=164124707&st=&sw=&page=1
2021.02.18T00:01,여기 안나오는 이유가 뭐야? 진짜 지능순이야?ㅋㅋ,엘지 퐈이어솔루션에 Sk이노 패소 등 패 다 깠는데 더 먹을게 있다고 안나오는거야?? 지능 쌈 중인가???ㅋㅋ 형 지금은 나와야되 ㅋㅋ 50에 아가리 쩍 벌리자 ㅋ,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164124798&st=&sw=&page=1,board_read.nhn?code=051910&nid=164125185&st=&sw=&page=1,board_read.nhn?code=051910&nid=164124715&st=&sw=&page=1
2021.02.18T00:07,여기 방산주 테마라길래 와봤어요,북한에 수출공시 뜨나요?,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164125185&st=&sw=&page=1,board_read.nhn?code=051910&nid=164125507&st=&sw=&page=1,board_read.nhn?code=051910&nid=164124798&st=&sw=&page=1
2021.02.18T00:12,이 밤도 춥지만,LG불타는 배터리가 있어 너무 안심된다. 언제든 타오르는 불타는 배터리. 누가 생산할까?,https://finance.naver.com/item/board_read.nhn?code=051910&nid=164125507&st=&sw=&page=1,board_read.nhn?code=051910&nid=164126121&st=&sw=&page=1,board_read.nhn?code=051910&nid=164125185&st=&sw=&page=1
